Statement,Verdict
"""The first round of stimulus ... it created zero jobs.""",pants-fire
"Says U.S. Rep. Ron Kind’s ""stimulus cost taxpayers $278,000 per job.""",FALSE
"""Dubious taxpayer-funded"" stimulus spending -- Part II.",pants-fire
"Says President Barack Obama’s ""own economists say the stimulus cost $278K per job ‘created.’ """,FALSE
"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",FALSE
"""POTUS’ economists: ‘Stimulus’ Has Cost $278,000 per job.""",FALSE
"""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.""",mostly-true
"""Dubious taxpayer-funded stimulus projects in Rhode Island include … $250,000 to provide digital television to the state’s inmate population.""",FALSE
"Says that in 2009, Jon Huntsman ""said that the Recovery Act wasn't large enough and as governor he asked for $14.4 billion in federal stimulus funds. Now he's saying that he never supported it.""",half-true
"""Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies we’ve implemented.""",barely-true
"Says Rick Perry of Texas was ""the governor who relied most on stimulus funds to close his state’s budget deficit in 2010.""",half-true
"Says Brett Kavanaugh ""has said the president shouldn't be investigated.""",half-true
"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",FALSE
"Says Maxine Waters told CNN, ""SCOTUS pick should be illegal immigrant.""",pants-fire
"Says Democratic Senators ""demand Supreme Court nominee not be unduly influenced by U.S. Constitution.""",pants-fire
"""If Joe Manchin had his way, Judge Gorsuch never would have been able to get a vote.""",barely-true
"Says Supreme Court rival Michael Screnock ""is running with the Koch brothers support.""",half-true
"""For the first time in the modern political era, we have confirmed a new justice in the first 100 days.""",mostly-true
"""Hate speech is not protected by the first amendment.""",FALSE
"""We’ve seen more filibusters on judicial nominees by the Republicans under President Obama than we saw in the whole history of the United States Senate."" ",half-true
"Says there is a ""traditional 60-vote threshold for confirming Supreme Court nominees.""",barely-true
On filibusters for U.S. Supreme Court nominees.,no-flip
On whether the Senate should vote in a timely manner on a Supreme Court nominee.,full-flop
"The United States Court of Appeals for the 9th Circuit is ""the most overturned court in the country.""",FALSE
"Says President Barack Obama’s nominees met a standard of 60 votes, ""a standard that was met by Elena Kagan as well as Sonia Sotomayor, President Obama's choices.""",half-true
"Says former President Barack Obama’s Supreme Court nominations ""required 60 votes.""",half-true
"Says CNN’s Chris Cuomo ""never asked"" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.",FALSE
"""Not a single Democrat opposed Neil Gorsuch's confirmation in 2006.""",TRUE
"Says Neil Gorsuch ""comes down on the side of felons over gun safety.""",barely-true
"""Paying for a hotel room is not a gift or a present and it has nothing to do with an office. It's not an emolument."" ",half-true
"""There is long historical precedent for a Supreme Court with fewer justices.""",barely-true
"""I had the longest judicial vacancy in the history of the United States.""",mostly-true
"""What the District of Columbia was trying to do (with its handgun ban) was to protect toddlers from guns.""",half-true
"Says ""he fought Obama at the Supreme Court — and won.""",mostly-true
"Says ""no, you’re wrong,"" responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.",barely-true
"Hillary Clinton ""has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment""",FALSE
"Says Hillary Clinton ""doesn’t believe in your right to keep a gun at home for self-defense.""",FALSE
Says GOP Senate nominee Darryl Glenn said he wants to see Ted Cruz appointed to the U.S. Supreme Court.,TRUE
"As a result of Roe vs. Wade, ""America’s maternal mortality rate dropped dramatically.""",mostly-true
"""People have a constitutional right to have semiautomatic rifles."" ",mostly-true
"Says Obama ""called Kagan a moderate. He called Sotomayor a moderate.""",mostly-true
"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”",FALSE
Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,mostly-true
“The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.”,TRUE
"On key issues including taxes, health care, the Green New Deal, abortion, and guns, there is “no daylight between” Bernie Sanders and Joe Biden.",half-true
"“I pay $165 a month on my student loans for the next 13 years to pay them off. With Bernie Sanders’ plan, my student loans will be forgiven. I’ll only have to pay $450 extra in taxes a month for the next 25 years to make sure I’ll have no more student debt.”",FALSE
Says California has a top income tax rate of 13.3% “and people aren’t leaving.”,half-true
“Bernie Logic: Nobody can live on $7 an hour. We must raise the minimum wage to $15 an hour. Also we must raise the tax rate to 52%. $15 an hour * 52% = $7.80. $15 an hour - $7.80 = $7.20. $7.20 an hour!!!”,FALSE
"“Bernie Sanders wants free health care for all and was asked how he would pay for it. His answer was raise taxes to 52% on anybody making over $29,000 per year.”",FALSE
"The budget hole in Bernie Sanders’ plans “is bigger than the size of the entire economy of the United States.""",half-true
